id,citation_context,section,citation_intent
49557,"Görüntü Hubei, Çin'de Aibot X6 insansız hava aracına monte edilmiş Headwall NanoHyperspec sensörü ile Haziran 2016'da elde edilmiştir <CITE>.",materyal ve metot,basis
29255,"Fakülteler ile sosyal ya da sektörel kurumların bir arada çalışmasına yönelik Groulx ve arkadaşları tarafından gerçekleştirilen farklı bir araştırmada, sürdürülebilirlik girişimleri oluşturmak için geçerli olan kapsamlı üniversite-toplum iş birlikleri kavramı incelenmiştir <CITE> .",ilgili çalişmalar,background
30103,Genel tanımıyla insan vücudunun ardışık manevralarının sonucunda ortaya çıkan durum olarak ifade edilebilir <CITE> .,giriş,background
35736,"Diğer bir çalışmada, öbek zinciri vasıtasıyla, halka açık konsorsiyum için yeni bir fikir birliği algoritması tasarlanmıştır <CITE> .",ilgili çalışmalar,background
29902,"Özellikle menkul kıymetleri piyasada işlem gören şirketler tarafından kamuya açıklanan finansal raporların ve formların okunabilirliği; şirket performansı, finansal planlama etkinliği, yatırımcı kararları ve yatırımlarının verimliliği, kurumsal yönetişim, karlılık durumu ve faaliyet etkinliği, likidite ve beklenen getiri ile bilgi asimetrisi gibi birçok faktörle yakından ilişkili olup, piyasanın ve yatırımcıların korunması açısından önemli bir yere sahiptir <CITE> .",giriş,background
29471,"Gereksinim yönetimi, güncel sınama yöntemleri ve tasarım modelleme gibi konuların ise önemli bulunsalar dahi belgeleme ve sürüm yönetimine göre az bilinen pratikler olduğu belirlenmiştir <CITE> .",bilimsel yazılım geliştirmede yazılım mühendisliği yetkinlik gereksinimlerine giriş,background
38288,"Bugün Uber*, Amazon**, TripAdvisor*** firmaları, ilgili alanda faaliyet gösteren işletme ve satıcılara ilişkin yorumlarla sırasıyla 100 milyon*, 300 milyon** ve 450 milyon*** civarı kullanıcının yoğun iletişim ve ilişki kurmasına imkân tanımaktadır <CITE> .",giriş,background
29414,"Bu nedenle, GS’den gelen bir veri kümesini en iyi şekilde temsil eden yaşam dağılımının hangisinin olduğunun belirlenmesi diğer önemli bir problem olarak ele alınabilir. <CITE> çalışmasında GS ile uyumlu olduğu, yani GS'nin bir model olarak kullanılabildiği bilinen on veri kümesinin hangi dağılım ile en iyi şekilde temsil edileceğini araştırmak amacıyla olabilirlik oranına dayalı T-istatistiğini kullanmışlar ve GS için ilk olay zamanının dağılımını bu kritere göre belirlemişlerdir.",giriş,background
49430,Etzioni <CITE> 2005 yılındaki çalışmasında Karşılıklı Bilgi ve Bilgi Erişimini (Pointwise Mutual Information and Information Retrieval-PMI & R) varlık isimlerini belirlemek için bir özellik olarak kullanmıştır.,giriş,background
30348,"Tesis yerleştirme problemi, toplam maliyeti, maksimum mesafeyi ve toplam taşıma süresini en aza indirmeyi amaçlayan matematiksel modeller oluşturulmuş ve sezgisel yöntemler uygulanmıştır <CITE> .",giriş,background
29157,"Veri modellerinin gelişmesi ile birlikte artık coğrafi bilgi sistemlerinde mekânsal veriler, geometri, öznitelik ve zaman bileşenleri ile ifade de edilmektedir <CITE>",verilerin özgeçmişlerinin izlenmesi,background
45203,Tai ve Yang görüntü gürültüsü tahmini için basit ve hızlı bir algoritma önermiştir <CITE> .,ilgili çalışmalar,background
42405,"Öndeki kapak açılıp dolabın ve Türk'ün içine bakıldığında irili ufaklı pek çok kaldıraç, makara ve başka karmaşık mekanik sistemler görülebilmekteydi <CITE>.",tarihçe ve önceki çalışmalar,background
49110,"Bayes ağları, son dönemde sık sık karşımıza çıkan ve birçok alanda veri modelleme ve durum geçişi ifade etmek için kullanılan bir metotdur. Judea <CITE> tarafından önerilen bu ağlar, yaşanmış olayları analiz ederek gelecekte yaşanacak olaylarla ilgili çıkarım yapabilmemize olanak sağlar.",materyal ve metot,background
29274,"Bilişim teknolojisinin etkin kullanımı ile ilgili yapılan araştırmalarda, sistem uyarlandıktan üç yıl sonra projenin durdurulması ya da beklenen getirilerin çok altında getiri getirmesi şeklinde ifade edilebilecek başarısızlıkların %60 oranında olduğu belirtilmektedir <CITE> .",giriş,background
37915,Bu tanımlamalar içinden emosyonların diğer öznel ve nesnel etkenler ile birarada nöronal ve hormonal sistemler aracılığı ile oluşan karmaşık etkileşimler olduğu kanaatine varmışlardır <CITE> .,giriş,background
49318,"Jaccard indeksi (birleşim üzerinde kesişim, IoU olarak da bilinir), örnek kümelerinin birleşiminin boyutuna bölünen kesişim boyutu olarak tanımlanır ve Eşitlik (1)’deki gibi hesaplanır <CITE>.",yöntem,background
40026,"Örüntü çıkarmaya yönelik en yaygın kullanılan özellikler web log dosyalarındaki zaman damgası, IP adresi, URL adresi ve User-agent bilgisidir <CITE> .",literatür incelemesi,background
30053,Çeşitli çalışmalarda kaldırma hareketinin modellenmesi için farklı teknikler kullanılmakla birlikte özellikle iki boyutlu beş parçalı model önemli kolaylıklar sağlamaktadır <CITE> .,giriş,background
34985,Tekniğin amacı en az sayıda parametre içeren uygun modeller elde etmektir <CITE> .,giriş,background
31399,"𝐶 0 "" mevcut girdinin hücre durumuna potansiyel katkısını temsil eden ve tanh fonksiyonu ile normalleştirilen değerdir <CITE> .",bellek tabanlı makine öğrenme modelleri,background
44264,"<CITE> referanslı çalışmada naive bayes algoritmasının yapılan çalışmaya göre doğruluk, kesinlik ve duyarlılık metriklerinde iyi sonuçların elde edildiği gözlemlenmiştir.",deneysel sonuçlar,differ
40062,Bu aşama web kullanım madenciliğinin en önemli aşaması olarak kabul edilmektedir; çünkü etkili bir şekilde yapıldığında zaman ve kaynak tasarrufu sağlamaktadır <CITE> .,web sunucusu loglari üzerinde yapilan analiz çalişmasi,background
40035,"Hatalı isteklerin madencilik işinde çok kullanışsız olduğu, durum kodlarının kontrol edilerek bu isteklerin temizlenmesi gerektiği belirtilmiştir <CITE> .",literatür incelemesi,background
44968,"Önerilen KÇ3B-ESA modeli DVM <CITE>, 2B-ESA , 3B-ESA ve M3B-ESA gibi diğer yöntemlerle karşılaştırılmıştır.",sınıflandırma sonuçları,support
29254,"Krallık Üniversitesi'ndeki eğitim uygulamalarında yenilik ve yaratıcılığın önündeki engelleri ve bu konudaki olanakları inceleyen bir çalışmada <CITE> , üniversite öğretim kadrosuna sunulan disiplinlerarası ortamların daha fazla kullanılmasının, yaratıcı uygulamayı ve akran öğrenimini artırmaya katkıda bulunabileceği ortaya konmuştur.",ilgili çalişmalar,background
32316,"Örneğin, üst ekstremite hareketiyle ilişkili elektriksel beyin sinyalleri, kafa derisi elektroensefalografisi (EEG), kafatası veya deri altına yerleştirilen yarı invaziv elektrokortikografik (ECoG) diziler veya intrakortikal implante edilmiş mikroelektrot dizileri (MEA) aracılığıyla invaziv olmayan bir şekilde tespit edilebilmektedir <CITE>.",yapay zekâ temelli akilli rehabilitasyon teknikleri,background
48610,"Önerilen yöntemde tasarlanan ESA modelinin eğitimi için veri setinin büyük bir kısmı 200K dan fazla ünlü resmi içeren ""Large-scale CelebFaces Attributes (CelebA)"" veri setinden karşılandı <CITE> .",materyal ve metod,basis
48765,"Eğitim örnekleri p boyutlu x giriş vektörü ile, arzu edilen davranış q boyutlu d vektörü ile gösterilmek üzere, giriş vektörü x, uzman ağa ve birleştirme ağına eş zamanlı olarak uygulanır <CITE>.",materyal ve yöntem,basis
30232,"Nilsson, 1998 yılında gerçek zamanlı kontrol sistemleri üzerine bir tez yayınlamıştır <CITE> .",giriş,background
48586,"Gönderici tıkanıklık penceresi ağın trafik durumuna göre yüksek, orta ve düşük olarak ayarlanarak eNodeB'deki kuyruk taşmasının önüne geçilmeye çalışılmıştır <CITE> .",ilgili çalişma,background
48795,Yapay Sinir Hücresi <CITE> (Artificial Neuron) Girdiler sonucumuzu etkileyen veya etkileşim olma olasılığı olan kıstaslardır.,meteryal ve metot,background
41732,Bu yeteneğinden dolayı makine öğrenmesi kanser tanı ve teşhisinde de yaygın kullanım alanı bulmaktadır <CITE> .,giriş,background
34713,Kelime gömülmelerinin araştırma alanlarında kullanılarak yaygınlaşması ise Mikolov ve ark. <CITE> nın geliştirdiği word2vec algoritmasından sonra mümkün olmuştur.,materyal ve metotlar,background
34964,"Ters piramit yapısına göre hazırlanan haberleri tespit etmede %81,7 başarı sağlarken, Martini yapısına göre haberleri tespit etmede %19,1 oranında başarıya ulaşmışlardır <CITE> .",benzer çalışmalar,background
30316,"NB verileri, RGB-D SLAM kullanılarak <CITE> orijinal RGB-D görüntülerinden oluşturulmuştur.",yaygın kullanılan veri kümeleri,background
34866,Kaynağı tutan göreve Engelleyen Görev (Blocking Task ) denir <CITE>; .,sistem için gereken bileşenler,background
48225,"Son yıllarda, ürün ortamı için Neo4j, Infinite, Graph, DEX, InfoGrid, HyperGraphDB, Trinity vb. gibi bir dizi yüksek performanslı Çizge veri tabanı bulunmaktadır <CITE> .",giriş,background
35167,"Nesnelerin interneti (IoT), her bir cihazı İnternet'e bağlamayı amaçlamaktadır, böylece bu cihazlara herhangi bir zamanda, herhangi bir yerde ve herhangi bir yoldan (yani herhangi bir ağdan) erişilebilmektedir (Nour, Sharif, Li, BiswasMoungla, Guizani&<CITE> .",giriş,background
31375,"Eğer ki gelecekte teknoloji, <CITE> 'dekine benzer sunuculardakine denk yüksek işlem kapasiteli GPU'lara sahip atanmış dizgeleri uygun maliyetlerle son kullanıcıyla buluşturabilirse ve veri aktarım hızları, algoritmalardaki güncellemelerin atanmış dizgeye yüklenmesi web tabanlı kullanımdakine denk seviyelere getirilebilirse, bu çalışmadaki ve benzeri çalışmalardaki değerlendirmelerin tekrar gözden geçirilmesi gerekecektir.",tartışma,discuss
42673,Yapılan çalışmada finansal haberlerden elde edilen vektör değerleri ve geçmiş hisse senedi fiyatları bir araya getirilerek hisse senedi fiyatları yön tahminlemesi yapılmıştır <CITE> .,literatür taramasi,discuss
40029,Paralel ve seri algoritmalar çalıştırılarak analizler süre bakımından karşılaştırılmıştır <CITE> .,literatür incelemesi,background
48513,"Çince için Yu , Fransızca için Poibeau , İtalyanca için Cucchiarelli <CITE>, Bulgarca için Silva , Kore dili için Whitelaw , Lehçe için Piskorski  ve Rusça için Popov tarafından yayınlanmış çalışmalar mevcuttur.",giriş,background
43669,"AlexNet, Alex Krizhevsky tarafından ImageNet veri setiyle gerçekleştirilen 2012 yılındaki yarışmada geliştirilmiş ve başarı elde etmiştir <CITE>.",materyaller ve yöntemler,basis
35309,Bu çalışmada kaggle sitesinden alınan veri seti <CITE> ve HAM10000 herhangi bir önişlem uygulanmadan kullanılmıştır.,veri seti,basis
29782,Bu çalışmalarda sistematik yaklaşımlar izlenmiştir ve geleceğe yönelik olarak çalışılabilir alanlarla ilgili önerilerde bulunulmuştur <CITE> ,afet risk yönetiminde yapay zekâ kullanimi,background
35303,"Ergün ve Kılıç <CITE> , çalışmalarında HAM10000 veri setini kullanarak kötü huylu cilt kanserinin tespiti için bir çalışma yapmıştır.",giriş,background
29684,"Buna ek olarak, alternatif ödeme teknolojilerinin potansiyel olarak sanal para hırsızlığına ve karapara aklama riskine açık olması da BTC fiyat akışını etkileyebilmektedir <CITE> .",giriş,background
49348,"Belirtilen saldırıların gerçekleştirilmesi için, Visual Basic 6.0 programlama dili kullanılmıştır. Bunun yanı sıra, nesne bileşeni olarak da Winsock 6.0 kullanılmıştır <CITE>.",kablosuz ağ ekipmanlarina yönelik olasi saldirilarin siniflandirilmasi,basis
30062,Qu <CITE> çalışmasında iki boyutlu beş parçalı insan modelindeki eklem açılarının kontrolü için sinirsel bulanık kontrol tabanlı bir yöntem kullanmış ve önerdiği yöntemi simülasyon sonuçları ile doğrulanmıştır.,giriş,background
42698,"Bu göstergede hesaplamalar genellikle 14 gün üstünden yapılmaktadır <CITE> ,  ,  ,  .",önerilen metodoloji,discuss
36341,Derin öğrenme yöntemleri arasında popülerliği en yüksek olan yöntemlerden birisi evrişimli sinir ağları (CNN) mimarisidir <CITE> .,derin öğrenme,background
34885,Bouabdallah ve arkadaşları İHA üzerinde birden çok kontrol yöntemi deneyerek PID kontrol yöntemini OS4 deneyi üzerinde başarıyla uygulayarak dengeli bir uçuş elde etmişlerdir <CITE> .,giriş,background
30194,"Makine öğrenimi yöntemleri, karmaşık doğrusal olmayan bağlantıları geçmiş veri modellerini içeren bir öğrenme süreci aracılığıyla modelleyebildiğinden, elektrik yükünün doğasına iyi bir şekilde uyarlanmıştır <CITE> .",giriş,background
48821,Hiçbir dolandırıcılık önleme yöntemi mükemmel olarak çalışmasa da tek tek veri noktalarının ötesinde onları birbirine bağlayan bağlantılara bakılarak önemli iyileştirme fırsatları yakalanabilir <CITE> .,giriş,background
35060,Yapılan robot derisi sayesinde robotu programlayabilmişler ve güvenli İRE'ni gerçekleştirmişler <CITE> .,giriş,background
29710,Derin öğrenme ve makine öğrenmesi işlemleri için Tensorflow kütüphanesine de başvurulmuştur <CITE> .,uygulama,basis
29403,"Model olarak homojen olmayan Poisson sürecinin kullanıldığı çalışma  , Markov süreçlerinin kullanıldığı çalışma Tokuno ve <CITE> , Bayesçi istatistiğin kullanıldığı çalışma   ve klasik istatistiksel yöntemlerin kullanıldığı çalışma   literatürdeki önemli çalışmalar arasında yer almaktadır.",giriş,background
29459,"Bu ve benzeri yazılım mühendisliği pratikleri ve bilimsel yazılım geliştirme etkileşimleri konusunda, özellikle son yıllarda, karşılaşılan zorluklar ve kullanılan yöntemleri inceleyen artan sayıda çalışma yayınlanmıştır <CITE> .",bilimsel yazılım geliştirmede yazılım mühendisliği yetkinlik gereksinimlerine giriş,background
30377,"Tüm bu yöntemler, doğrusal olmayan katmanlı uzay verisinde bir koordinat temsili arar ve hiperspektral veriler dahil olmak üzere farklı uygulama alanlarının analizinde önemli bir rol oynar <CITE> -  .",giriş,background
49072,Pramilarani ve Kumari <CITE> etkili bir saldırı tespit sistemi geliştirmek için maliyet tabanlı rastgele orman sınıflandırıcısı (CRFC) önermişlerdir.,literatür taramasi,background
31864,Günümüzde Monolit Mimari ve Servis Odaklı Mimari (SOA) olmak üzere iki yaygın yazılım mimarisi bulunmaktadır <CITE> .,giriş,background
32236,"Yapay zekâ temelli teknolojilerin rehabilitasyon hizmetlerinde kullanımı; kişinin düzeyine ve yeteneklerine göre uyarlanabilir olması, sağlık profesyoneli ve hasta için tedavinin zaman, yoğunluk, yaşanabilecek güçlükler gibi değişkenlerin sürekli yapılandırılmasının sağlanması, güvenilir ve geçerli kullanıcı algılama donanımı ile gerçek veri sağlaması, eş zamanlı geribildirim sağlaması, gerçek yaşam simülasyonu ile aktivite eğitim kolaylığı sunması ve rehabilitasyon sürecinde hasta ile terapistin olası tükenmişliğini azaltması gibi avantajlar sağlamaktadır <CITE> .",giriş,background
29616,2017 yılında Google tarafından önerilen MobileNetV1 modelinin en önemli özelliği mobil cihazlara veya düşük hesaplama gücüne sahip herhangi bir cihazda kullanılmak amacıyla geliştirilmiştir <CITE> .,materyal ve metodoloji,background
29161,"Tanımlayıcı yöntemler içerisinde kümeleme analizi, birliktelik kuralları madenciliği, ardışıl örüntü madenciliği gibi yöntemler yer almaktadır <CITE> .",giriş,background
29962,Son olarak 'Evrimsel Prototipleme' süreci de hazırlanan prototip üzerinden geliştirmenin devam etmesini (buna bağlı olarak gelişimin sürekliliğini) önerir <CITE>.,art alan ve ilgili çalışmalar,background
29344,Ridoy ve Islam <CITE> beyaz kan hücresi sınıflandırması için özellik çıkarma ve seçme yöntemini otomatikleştirmek ve sonuçları bu alanda yapılan diğer çalışmalarla incelemek için hafif bir ESA modeli önerdiler.,ilgili çalişmalar,background
48616,RGB görüntü matrislerinde ise evrişim işlemi her bir katman için yapılır ve evrişim çıktısı oluşturmak için birleştirilir <CITE> .,materyal ve metod,basis
32900,Naive Bayes algoritmas ı kullanarak yapılan çalışmada <CITE> yaklaşık 8.000 adet YouTube yorum verilerinin kullanımı sonucunda WEKA doğruluk düzeyi (%48.42 -%61.18) arasında bulunmuştur.,tartişma,support
49554,"Okuyucu, bu dönüşüm için detaylı bilgilere <CITE>’den ulaşabilir.",model dönüşümleri,basis
29312,"Meta Group tarafından çeşitli boyutlardan 63 işletmeye yapılan ve ERP’ye sahip olma maliyetini araştıran iki yıl süren bir araştırmaya göre; donanım, yazılım, profesyonel hizmetler, dahili çalışan maliyetleri, yazılımın yüklenmesi ve söz konusu iki yıllık zamandaki bakım maliyetlerini içerecek şekilde şirket başına ortalama ERP maliyeti, 15 milyon Amerikan doları civarındadır <CITE> .",işletmeye uygun erp yazılımı seçimi uygulaması,background
36329,"Görüntü sınıflandırma, görüntü üzerindeki pikselleri spektral değerlerini alan kuralları kullanarak veya piksellerin oluşturdukları şekil, desen, piksellerin komşulukları vb. gibi özelliklerini kullanarak görüntüleri sınıflara bölme işlemidir <CITE> .",giriş,background
48980,"Bu sayede önemli özellikler korunmakla beraber, hesaplama maliyetleri ve bir sonraki katmanın girdi boyutları düşürülmüş olunur <CITE> .",esa katmanları ve sınıflandırıcılar,background
32221,Ancak çalışma <CITE>'in önerilen MD gibi HL7 desteği bulunmamaktadır.,değerlendirme,differ
49522,Ancak bu yöntemlerin hassasiyeti sağlayan algoritmalarındaki karmaşıklıkları nedeniyle Viola-Jones'a göre hızları ve gerçek zamanlı çalışma performansları düşüktür <CITE>.,tartışma,differ
49049,"Grafik tabanlı yöntemler  , Doğrusal Genetik Programlama  , Bayes Ağı  , k-NN  , K-Means kümeleme <CITE> , Gizli Markov Modeli vb. saldırı tespit sistemi mimarisi için araştırılmıştır.",giriş,background
33964,"Doktorlar tarafından yapılan değerlendirmeler sonucunda, elde edilen bölütleme sonuçlarının manüel bölütleme ile benzeştiği tespit edilmiş ve tanı koymaya yardımcı olabileceği kabul görmüştür <CITE>.",şekil 5. manuel bölütlenmiş yapay kist görüntüsü,support
48460,"Bu nedenle nitelik seçme problemi için Tabu Arama (TA), Tavlama Benzetimi (TB), Genetik Algoritma (GA), Parçacık Sürü Optimizasyonu (PSO), Karınca Kolonisi Optimizasyonu (KKO), Diferansiyel Gelişim (DG) ve Yapay Arı Kolonisi (YAK) meta-sezgisellerini de içeren birçok yöntem geliştirilmiştir <CITE> .",giriş,background
29100,"Türkiye'de ise nüfusun %67'sine tekabül eden 54.33 milyon kişinin internet kullanıcısı, mobil kullanıcı sayısının 51.45 milyon olduğu verilmektedir <CITE> .",giriş,background
29974,"Başka bir çalışmada, Chen Z. vd., çoklu kameralı bir ağ sistemi üzerinden nesne tespiti ve takibi işlemlerine odaklanmıştır <CITE> .",giriş,background
